# Feature / Sample,PRISM|7122,PRISM|7147,PRISM|7150,PRISM|7153,PRISM|7184,PRISM|7238,PRISM|7406,PRISM|7408,PRISM|7421,PRISM|7445,PRISM|7486,PRISM|7496,PRISM|7506,PRISM|7547,PRISM|7658,PRISM|7662,PRISM|7744,PRISM|7759,PRISM|7762,PRISM|7776,PRISM|7791,PRISM|7843,PRISM|7847,PRISM|7852,PRISM|7855,PRISM|7858,PRISM|7860,PRISM|7861,PRISM|7862,PRISM|7870,PRISM|7874,PRISM|7875,PRISM|7879,PRISM|7897,PRISM|7899,PRISM|7904,PRISM|7906,PRISM|7908,PRISM|7909,PRISM|7910,PRISM|7911,PRISM|7912,PRISM|7938,PRISM|7941,PRISM|7947,PRISM|7948,PRISM|7955,PRISM|7971,PRISM|7989,PRISM|8095,PRISM|8096,PRISM|8101,PRISM|8106,PRISM|8129,PRISM|8226,PRISM|8244,PRISM|8264,PRISM|8275,PRISM|8283,PRISM|8332,PRISM|8336,PRISM|8361,PRISM|8374,PRISM|8377,PRISM|8406,PRISM|8441,PRISM|8444,PRISM|8447,PRISM|8452,PRISM|8458,PRISM|8462,PRISM|8464,PRISM|8466,PRISM|8467,PRISM|8475,PRISM|8480,PRISM|8483,PRISM|8485,PRISM|8496,PRISM|8502,PRISM|8503,PRISM|8511,PRISM|8513,PRISM|8515,PRISM|8523,PRISM|8534,PRISM|8537,PRISM|8550,PRISM|8564,PRISM|8565,PRISM|8573,PRISM|8577,PRISM|8589,PRISM|8591,PRISM|8592,PRISM|8605,PRISM|8624,PRISM|8628,PRISM|8629,PRISM|8667,PRISM|8675,PRISM|8683,PRISM|8692,PRISM|8696,PRISM|8728,PRISM|8734,PRISM|8735,PRISM|8746,PRISM|8749,PRISM|8753,PRISM|8754,PRISM|8758,PRISM|8764,PRISM|8765,PRISM|8774,PRISM|8776,PRISM|8778,PRISM|8783,PRISM|8784,PRISM|8785,PRISM|8788,PRISM|8789,PRISM|8794,PRISM|8795,PRISM|8800,PRISM|8802,PRISM|8803,PRISM|8805,PRISM|8806,PRISM|8807,PRISM|8809,PRISM|8815,PRISM|8841,PRISM|8843,PRISM|8844,PRISM|8846,PRISM|8847,PRISM|8849,PRISM|8878,PRISM|8882,PRISM|8892,PRISM|8894,PRISM|8898,PRISM|8924,PRISM|8932,PRISM|8982,PRISM|8998,PRISM|9010,PRISM|9018,PRISM|9030,PRISM|9033,PRISM|9074,PRISM|9079,PRISM|9126,PRISM|9148,Validation|LLDeep_0001,Validation|LLDeep_0003,Validation|LLDeep_0010,Validation|LLDeep_0011,Validation|LLDeep_0012,Validation|LLDeep_0015,Validation|LLDeep_0018,Validation|LLDeep_0021,Validation|LLDeep_0022,Validation|LLDeep_0024,Validation|LLDeep_0026,Validation|LLDeep_0027,Validation|LLDeep_0028,Validation|LLDeep_0029,Validation|LLDeep_0030,Validation|LLDeep_0033,Validation|LLDeep_0034,Validation|LLDeep_0037,Validation|LLDeep_0039,Validation|LLDeep_0043,Validation|LLDeep_0047,Validation|LLDeep_0052,Validation|UMCGIBD00072,Validation|UMCGIBD00122,Validation|UMCGIBD00030,Validation|UMCGIBD00167,Validation|UMCGIBD00208,Validation|UMCGIBD00032,Validation|UMCGIBD00529,Validation|UMCGIBD00371,Validation|UMCGIBD00145,Validation|UMCGIBD00613,Validation|UMCGIBD00004,Validation|UMCGIBD00053,Validation|UMCGIBD00269,Validation|UMCGIBD00250,Validation|UMCGIBD00327,Validation|UMCGIBD00249,Validation|UMCGIBD00461,Validation|UMCGIBD00266,Validation|UMCGIBD00347,Validation|UMCGIBD00645,Validation|UMCGIBD00361,Validation|UMCGIBD00485,Validation|UMCGIBD00041,Validation|UMCGIBD00126,Validation|UMCGIBD00082,Validation|UMCGIBD00442,Validation|UMCGIBD00412,Validation|UMCGIBD00539,Validation|UMCGIBD00077,Validation|UMCGIBD00141,Validation|UMCGIBD00389,Validation|UMCGIBD00112,Validation|UMCGIBD00508,Validation|UMCGIBD00588,Validation|UMCGIBD00106,Validation|UMCGIBD00393,Validation|UMCGIBD00458,Validation|UMCGIBD00254,Validation|UMCGIBD00593,Validation|UMCGIBD00233,Validation|UMCGIBD00238,Validation|UMCGIBD00027,Validation|UMCGIBD00064
SRA_metagenome_name,G36386,G48796,G48780,G36390,G36356,G36387,G48804,G48815,G36378,G36381,G36379,G72672,G48799,G48823,G36351,G72717,G36371,G36380,G72673,G72674,G36368,G36369,G72718,G72675,G72719,G72720,G72721,G72722,G72723,G72724,G72725,G36348,G72726,G72676,G72727,G72733,G72734,G72728,G72729,G72735,G72730,G72731,G36382,G36349,G36374,G36350,G72732,G36347,G36383,G36370,G72677,G72678,G72679,G72680,G36389,G48787,G36384,G48781,G48798,G48783,G36385,G36392,G36357,G36372,G48827,G72681,G72682,G72683,G36354,G72684,G36352,G72685,G36365,G36353,G36355,G72686,G36394,G36366,G36358,G72687,G72688,G72689,G72690,G72691,G36360,G36361,G35127,G36359,G36362,G48806,G36367,G35128,G72714,G36363,G36395,G72692,G36375,G72693,G36396,G72694,G35152,G72715,G72695,G72696,G48791,G48784,G48840,G48805,G48820,G48777,G48789,G48786,G48792,G48790,G48831,G48793,G48794,G48795,G48826,G48802,G48808,G72716,G48807,G72697,G48810,G48817,G48812,G48814,G48819,G48841,G48822,G48821,G48842,G48839,G72698,G48832,G48838,G48836,G72671,G72699,G72670,G72701,G72702,G72703,G72704,G72705,G72713,G72706,G72708,G72709,G72710,G72711,G72712,G72736,G72737,G83321,G83168,G83192,G82952,G82627,G83955,G83885,G84147,G83001,G83234,G82738,G83335,G82708,G83327,G82698,G83913,G82666,G82589,G82786,G83901,G83831,G84104,G85420,G85171,G85128,G85127,G85384,G85185,G85117,G85182,G85404,G85246,G85364,G85199,G85379,G85129,G85089,G85161,G85315,G85361,G85165,G85245,G85291,G85408,G85226,G85180,G85387,G85230,G85401,G85373,G85163,G85369,G85385,G85213,G85181,G85257,G85419,G85340,G85418,G85122,G85136,G85405,G85166,G85210,G85342
Erysipelotrichaceae_bacterium_2_2_44A,0.0001335,0.0000258,0.0001276,0,0.0000996,0.0033271,0,0.0000138,0.0000253,0,0.0000053,0.0000604,0,0.0000874,0.000011,0.0000141,0,0,0,0.0000861,0.0002436,0.000019,0.0000508,0.0000338,0.0001285,0,0,0.0000521,0,0.0002449,0.0000639,0,0.0001691,0,0.0000036,0.0000669,0.0002584,0.0000068,0.000119,0,0.0002949,0,0.0000856,0.0000559,0,0.0000147,0,0,0,0,0,0,0.0048736,0.0003049,0.0005045,0.0000321,0,0,0.0001267,0.0000148,0,0.0000317,0,0.0002194,0.0001187,0.0001569,0,0.0002541,0,0.0002401,0.0000345,0,0.0000138,0,0,0,0.0000177,0,0,0,0,0.0003665,0.0000701,0.0001236,0,0,0.0000332,0.0073096,0,0,0.0002766,0.0000466,0,0,0.0000206,0,0.0007967,0.0000526,0,0.0000986,0,0,0,0,0.0000292,0.0000133,0,0,0.000042,0.000012,0,0,0.0000843,0,0.0000233,0,0.0000112,0.0022106,0.0001147,0.0000067,0,0,0.0000408,0,0,0.0002276,0.0000132,0.0002268,0,0,0,0.0001588,0,0.0000315,0,0.0000119,0.0000583,0,0.0000355,0,0.000076,0.0000332,0,0.0000725,0,0.0000623,0,0,0,0.0016337,0.0000098,0,0,0,0.0001981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelotrichaceae_bacterium_3_1_53,0.0009988,0,0.0000375,0,0,0,0,0,0,0,0.0001556,0.0019621,0,0.0002551,0.000508,0,0,0,0.0006647,0,0.0002219,0,0.0000031,0,0,0,0,0,0.000012,0.0006087,0,0,0,0,0,0,0.0011666,0,0,0,0,0,0,0.0000094,0,0.0011021,0,0,0,0,0,0,0,0,0,0,0,0,0.0000884,0,0,0,0,0.000575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000858,0,0.0003448,0.002361,0,0,0,0,0.0000362,0,0,0.000361,0,0,0.0002693,0,0,0,0,0.0010784,0,0,0,0,0.0000043,0.0002112,0.0000321,0,0,0,0.0000092,0,0,0,0,0,0,0,0,0,0,0,0.0000284,0,0.0002518,0.0000052,0.0007727,0,0,0,0,0,0.0000093,0.0001301,0,0.0005353,0.0018104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelotrichaceae_bacterium_5_2_54FAA,0,0.000066,0,0.0046009,0.0000924,0,0,0,0.0002005,0,0,0,0.0000064,0.0000143,0,0,0,0,0,0,0.000227,0,0,0,0.0002043,0,0.0000063,0.0001186,0,0.0001016,0,0.0086139,0,0,0.0000075,0,0,0,0,0,0,0,0,0,0,0.0148242,0,0,0,0,0,0,0,0,0,0.0000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001677,0,0,0,0,0,0,0.0240123,0,0.0058447,0.0019274,0,0,0,0,0,0.006929,0,0,0,0,0,0,0,0,0,0,0,0.0025455,0,0.0001201,0,0,0.0000031,0,0,0,0,0,0,0,0,0,0,0,0,0.0000498,0,0,0,0.0000275,0.0000622,0,0,0.0000047,0,0,0,0,0,0,0,0,0,0.0034224,0,0,0,0,0,0,0,0,0.0001216,0.0002996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysipelotrichaceae_bacterium_6_1_45,0,0,0.0000895,0,0.000145,0,0,0.0003516,0,0.0005871,0,0.0001128,0.0008221,0.0002561,0.0001311,0.0004293,0.0000301,0.0001728,0,0.0000113,0.0004886,0,0.0000616,0.000206,0.0000579,0,0,0.0001993,0.0000178,0.0002466,0.0000839,0,0.0002169,0,0.0000804,0.0002749,0.0001034,0.0000203,0.0001358,0.0000129,0.0001084,0.0000658,0,0.0012457,0,0,0,0,0,0,0,0.000047,0.000104,0.0000247,0,0.0000638,0,0.0000762,0.0001261,0.0001355,0,0.0001197,0.0033848,0.0003542,0.0000799,0.0001811,0,0.0001458,0,0.0007445,0.0000775,0,0.0001705,0,0,0,0.0007044,0,0,0,0.001075,0.0036772,0.0000892,0.0004231,0,0,0,0.0005806,0.0198242,0,0.0002752,0,0.0000474,0,0.0000202,0,0.0002652,0.0011954,0,0.0001451,0,0,0.0000078,0.0000292,0.0000093,0.0000658,0.000032,0,0,0.0001177,0.0000241,0,0.0000386,0,0.0000248,0,0.0000269,0.0017244,0.0000554,0.0000287,0.0000286,0.0000213,0.0000101,0.0001481,0.0001118,0.0000522,0.0005868,0,0,0,0,0,0.0000116,0.0001381,0,0.0000021,0.000103,0,0,0,0,0,0,0.0000714,0,0.0012066,0.0003655,0.0000109,0,0.0000324,0.0000031,0.000104,0,0,0.000288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_biforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034589,0.0473155,0,0,0,0,0.0003933,0,0,0.0025108,0,0,0,0,0,0,0,0,0.0263704,0,0,0,0,0.0064043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042335,0,0,0.0203821,0,0,0,0,0,0,0,0,0,0.0020608,0.0246031,0,0.0000046,0,0,0,0,0,0,0,0,0,0,0,0,0.0119546,0.0004408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027759,0,0,0,0,0,0,0,0.0051595,0,0,0,0,0.009213,0,0,0,0,0,0,0.0005598,0.0005392,0.0643729,0,0,0.005276,0,0,0,0.0823828,0,0.0000191,0.031556,0,0,0,0.0629283,0,0.0044554,0.0062229,0,0,0,0,0.0043743,0,0,0,0.0157939,0,0,0,0.0262086,0,0,0,0,0,0,0.0303873,0,0.0326359,0,0,0,0.0329294,0.02978,0.0063116,0.167546,0,0,0,0,0,0,0,0,0
Eubacterium_cylindroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399222,0,0,0,0.001525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001991,0,0,0,0,0,0,0,0,0.0008095,0.0090953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001308,0,0,0,0,0.0112636,0,0,0,0,0.0049795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096719,0.0003761,0,0,0,0,0,0,0,0,0,0,0,0,0.0000167,0,0,0.0138524,0,0,0,0,0.0006493,0,0,0,0.001101,0,0,0,0,0,0,0,0.0030552,0,0,0,0,0.0118257,0,0,0,0,0,0,0,0,0,0.0520008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159741,0,0,0,0,0,0.0016182,0,0,0,0,0,0,0,0,0
Eubacterium_dolichum,0,0,0,0.0057588,0.000063,0,0,0.0010958,0.0001478,0,0,0,0,0,0,0,0.0000115,0,0,0.0006147,0.000265,0,0,0.0000392,0,0,0.000203,0.0000274,0,0.0000994,0,0,0,0,0,0,0,0,0,0,0,0,0.0007722,0,0,0,0,0,0,0,0,0,0,0,0,0.0004752,0,0,0,0,0,0,0,0.0066733,0,0,0,0.0002804,0,0,0.000638,0,0,0,0,0,0,0,0.0008373,0,0,0.0006194,0,0.0001231,0,0,0,0,0,0,0,0,0,0,0.0002901,0,0.0001945,0.0009515,0,0.0005458,0,0,0,0,0,0.0000183,0,0,0,0.0018771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002912,0,0,0.0224682,0,0,0,0,0,0,0.0003389,0,0,0,0,0,0,0,0,0.0013038,0,0.0003601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holdemania_filiformis,0.0008941,0.0004349,0.0006439,0.0008419,0,0,0,0,0.0002789,0,0,0.0002343,0.0005649,0.001469,0,0.0001187,0.0004688,0.0018955,0,0.0004537,0.0001608,0,0,0.0015328,0.0005061,0.0005475,0.000401,0.0004298,0.0004785,0.004592,0.0001043,0,0.0004146,0.000005,0.0001913,0.0008799,0.0003429,0.0000774,0,0.000226,0,0.0000171,0,0.001869,0,0,0.0000299,0,0,0,0.0003531,0.0004765,0,0.0001929,0,0.0018052,0,0.0006268,0.0002813,0.0001778,0,0.0002581,0.0003139,0.0002993,0,0.0000392,0.0004226,0.0008386,0,0,0.0001455,0,0.0009717,0.0011328,0,0,0,0,0,0,0.0001293,0.0009151,0.0000426,0.0000893,0,0,0,0,0,0,0.0013199,0,0.0014363,0,0.0003534,0.0029358,0,0.0012256,0,0,0,0,0.000612,0.0012208,0,0.001217,0.0011387,0,0,0.0001898,0.0002015,0,0,0.0003156,0.0001969,0.0000343,0.0005979,0,0.0015589,0.000299,0.0000975,0,0.0007021,0.0014164,0.000358,0.0006312,0.0009962,0,0,0,0,0,0,0.0003634,0,0.0031424,0.000652,0,0.0010998,0,0,0,0.0000134,0.0007223,0,0.0006418,0.0006709,0.0003921,0,0.0026358,0.0000079,0.0173302,0,0.0011686,0.0001724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holdemania_unclassified,0.0006894,0.0000697,0.0007583,0,0,0,0,0,0.0000415,0,0.0002056,0.000125,0.0004288,0.0001134,0,0,0,0,0,0,0.000568,0,0.000324,0,0.0004673,0.0002553,0.000206,0,0.0000677,0,0,0,0.0001879,0.000027,0.0001742,0,0.0002705,0,0.0001577,0,0.0000261,0.0000125,0,0,0,0,0.000225,0,0,0,0,0,0,0.0003583,0,0,0,0,0.0000121,0.0000091,0,0.000351,0.0004306,0.000466,0,0.0000056,0,0,0,0.001727,0,0,0,0,0,0,0,0,0.0001444,0,0,0.0008091,0.0002547,0,0.0047326,0,0,0,0,0,0,0.0000411,0.001137,0,0,0,0,0,0,0,0,0,0.000285,0.0013929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000087,0.0000962,0,0,0,0,0.0010518,0,0,0,0,0,0,0,0,0.0028886,0.0005292,0,0,0,0,0,0.0000288,0,0,0,0.0009437,0.0001097,0,0,0.000147,0,0.0000384,0,0.0004211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turicibacter_unclassified,0,0.0016804,0.0000982,0,0,0,0,0,0,0,0.0006567,0.0001008,0.0004896,0,0,0,0,0.0011428,0,0.0000716,0.0000824,0,0,0,0,0.0000226,0.0002585,0.0001023,0.0000249,0.0000581,0,0,0,0.0011563,0,0.000184,0.0000394,0,0,0,0,0.0004177,0,0,0,0,0.0000184,0,0,0,0,0,0,0,0,0,0,0,0.0000439,0.0000464,0,0,0,0.0003646,0.0003851,0.0003108,0,0.0005691,0,0,0,0.0000467,0,0,0,0,0,0,0,0,0,0.0000196,0.0001434,0,0,0,0,0,0,0,0.0001933,0,0.0001168,0,0,0,0,0,0,0,0,0,0.0000327,0,0.0000079,0.0001419,0.001788,0,0,0.0000988,0,0,0,0.0000054,0,0,0,0.0000738,0,0.0000586,0,0.0002358,0.0000177,0,0,0,0,0.000106,0,0,0,0,0.0107888,0,0,0.0002425,0,0,0,0,0,0,0,0.0006358,0,0,0.0001071,0,0,0.0000342,0,0.000187,0,0.0001824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidaminococcus_intestini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222388,0,0,0,0,0,0,0.0141088,0,0,0,0,0.0217586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008869,0,0,0,0,0,0,0,0,0,0.0045645,0,0,0,0,0,0,0,0.0008609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000021,0,0,0.0135002,0,0,0,0.0004884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015937,0.0032266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acidaminococcus_unclassified,0,0.0000076,0.0000199,0.0000456,0.0000518,0.0000102,0.0000092,0.0000122,0.0000353,0.0008428,0.0086088,0,0.0000099,0,0.0000171,0,0.0000085,0.0450637,0,0,0.0000254,0.223179,0,0,0,0,0,0,0,0,0,0.0019254,0.0007303,0,0,0,0,0,0,0,0,0.0130136,0.0000368,0.0000471,0.0000424,0.000032,0,0.223939,0.0000291,0.0000508,0,0,0,0,0,0.0000164,0.0000728,0,0.0264308,0.0283672,0.0000118,0.0000209,0.0000407,0.0000481,0.0629423,0,0,0.0300722,0.0016798,0.0702836,0.0507448,0,0.0000659,0.0001018,0.0059067,0,0.0588408,0.0162199,0.0000366,0,0,0,0,0,0.0005411,0.0000091,0.0012463,0.0001055,0.000081,0.0000563,0.0000395,0,0,0.0000232,0.0000276,0,0.0066746,0,0.000023,0,0.0000319,0,0,0,0,0.0000064,0.0000127,0.0000035,0.0000068,0.0000083,0.0000074,0,0.0000281,0.0000151,0.000009,0.000008,0.0000035,0.0000102,0.0000088,0.0000148,0.0000025,0,0.0000085,0,0.0525272,0.0000301,0.0000069,0.0000237,0,0.000003,0.000004,0.0000095,0.0000025,0.13285,0,0.0000065,0,0.0000059,0,0,0,0,0,0,0,0,0,0,0,0.036524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phascolarctobacterium_succinatutens,0,0,0,0,0,0,0,0,0,0,0.0272512,0,0,0,0,0,0.0190822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004952,0,0,0,0,0,0,0,0,0,0,0.0000233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000827,0,0.0012883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343222,0,0,0.0051999,0,0,0,0,0,0.0246065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161428,0.0321209,0,0,0.0052868,0,0,0.0088871,0,0,0,0,0,0,0,0.0088583,0,0,0.0208465,0,0,0,0,0,0,0,0.0294822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197783,0,0,0,0,0.0141124,0,0,0,0,0,0,0,0,0
Dialister_invisus,0.0312739,0.0791188,0.0391964,0.045466,0.298395,0.0001205,0.0000074,0.0000318,0.106713,0.0003041,0.000081,0,0.0000051,0.0000129,0.116855,0.0362474,0.0000738,0.124761,0.0244816,0,0.0445992,0.0373918,0,0,0.0004603,0,0,0,0,0,0.0365083,0.0049177,0,0,0.0194192,0.103534,0.0810408,0,0,0.0514367,0.0889251,0.06022,0.0002943,0.106429,0.0000742,0.174525,0.0830811,0.0000228,0.0001256,0.033881,0.0005047,0.0579571,0.0005173,0.0238088,0.0000842,0.0000254,0.0005183,0.0000278,0.0000119,0.0127387,0.0000891,0.0184763,0.278123,0.0007912,0.042609,0,0,0.10632,0.002748,0,0.0000933,0.0088028,0.0824565,0.0782725,0.0001281,0,0.0001026,0.0002321,0.0001134,0,0,0.0093378,0.0708483,0.0000367,0.000751,0.0000313,0.0657263,0.0001741,0.0441818,0.0001157,0.110847,0.0000188,0,0.0000916,0.105269,0.0324884,0.0001907,0,0.0000501,0,0.0000272,0.0164892,0,0.0283081,0.0000156,0.0000192,0.0000271,0.0000282,0.0000177,0.0152925,0.0000145,0,0.0000244,0.0000439,0.0000148,0.0000169,0.0000054,0.000024,0.0000153,0.0000041,0.0000011,0,0.0000046,0,0.0341977,0,0.0021489,0.0000932,0.0000101,0.0000146,0.0000154,0.0000029,0.000021,0.0528998,0,0.0047477,0.0000058,0.0000193,0,0.0110811,0.0546324,0,0.0477561,0,0,0,0.0301635,0.0287116,0.0029578,0.0697001,0.0000093,0.0019653,0.0387841,0.0433008,0,0.0494123,0.0343343,0,0,0.0613965,0,0,0.0002781,0.0132387,0,0,0.0535766,0,0,0.0705857,0,0,0,0.0721027,0,0,0.0978755,0,0,0,0,0,0.0399153,0,0.054269,0,0,0.0399212,0.0306739,0.0146656,0.0106457,0,0,0,0.0485729,0.0013227,0.107686,0.0674765,0.002008,0,0,0.0421079,0,0,0.0344921,0,0.0957531,0,0.08137,0.0395275,0,0.0469265,0,0.155216,0.0034231,0.0027788,0.0386675,0.0471982,0.0555409,0.0673388
Megamonas_hypermegale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107423,0,0,0,0,0,0,0,0.002901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022264,0,0,0,0,0.0088871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megamonas_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288363,0,0,0,0,0,0.0220294,0,0,0,0,0,0,0,0.0041253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039945,0,0,0,0,0.0236591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megasphaera_micronuciformis,0,0,0,0,0,0,0.0000169,0,0,0,0,0,0,0,0,0,0,0.0000237,0,0,0.0000964,0.0952358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139944,0.0000317,0,0,0,0,0,0.0000282,0,0,0.000397,0,0,0,0.0001779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117162,0,0,0,0,0,0,0,0,0,0,0,0,0.0014516,0,0,0.0000008,0,0,0,0,0,0,0,0,0,0,0,0,0.0000076,0,0.0000058,0,0,0.0002018,0.0424523,0.0000232,0.0008802,0.0000521,0.0000562,0,0,0.0001196,0,0.0000908,0,0.0000874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
